question,title,QType,Q_1,Q_2,Q_3,Q_4,Q_5,Answers
Az ERP-vel (integrált vállalatirányitási rendszerrel) szemben követelmény a jogosultágnak megfelelő hozzáférés.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az IaaS infrastruktúraszolgáltatást jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az MRP típusú diszpozíciós eljárás alapvetően az anyag múltbéli fogyásán alapul.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP Online Analytical Processing jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az OLAP egy konkrét szoftver, programcsomag.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP felgörgetés (roll-up) művelete csökkenti az egyik dimenzió felbontását.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az OLAP olyan adatfeldolgozó rendszerek közös elnevezése amelyek számos adattárolással, adatábrázolással és statisztikai feldolgozással kapcsolatos koncepciót magukba foglal.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP rendszerek jellemzően olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP-rendszerek jellemzően nem olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP-rendszerek jellemzően olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP-rendszerek nem relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLAP-rendszerek relációs adatmodellen alapulnak,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLAP-rendszerek relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A OLAP rendszerek többnyire írási folyamatokat végeznek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"OLAP rendszerekben a nyílt interneten, vagy bérelt vonali hálózaton online módon történik az adatok egyfajta valós idejű feldolgozása.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"OLAP-nál a dice az egyik művelet, amely szeletelést ,részkocka kiválasztást, illetve projekciót és szelekciót hajt végre.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A klasszikus OLAP megközelítésben az adattárházak adatai nem naprakészek, csupán bizonyos késleltetéssel tükrözik a vállalat állapotát.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az keresztülfúrás műveletnél az OLAP-kocka felépítéséhez használt operatív adatokhoz tudunk hozzáfűzni, amelyek már nem az OLAP rendszertől, hanem maguktól a tranzakciós adatbázisokból érkeznek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az átfúrás (drill across) műveletnél az OLAP-kocka felépítéséhez használt operatív adatokhoz tudunk hozzáfűzni, amelyek már nem az OLAP rendszertől, hanem maguktól a tranzakciós adatbázisokból érkeznek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az átfúrás (drill across) műveletnél az OLAP-kockák közötti elemzést teszi lehetővé, vagyis olyan esetekben alkalmazható, amikor több ténytábla kapcsolódik a közös dimenziós adatokhoz.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
az OLAP rendszerek jellemzően írásra vannak optimalizálva,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
egy OLAP rendszer adatforrásai heterogének is lehetnek,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLTP Online Transaction Processing-et jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLTP mozaikszó az Online Transaction Performance szavakat jelölik.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az OLTP-rendszerek relációs adatmodellen alapulnak,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az OLTP-vel az OLAP-hoz képest több műveletet és tranzakciót végeznek átlagosan óránként.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO ertekek teljesites mellett fontos : be kell tartani a jogszabályokat.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO használatakor a kieső időnek minimálisnak kell lennie.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO használatakor egyszerű mechanizmusokat kell tervezni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO használatakor ki kell dolgozni a normál működéshez való visszatérés szabályait.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az RTO és RPO használatakor nem kell betartani a jogszabályokat.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az RTO és RPO használatakor nem kell minimalizálni a pénzügyi veszteséget.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az SAP ERP Business Suite egy kis- és középvállalatokat célzó, alacsony komplexitású vállalatirányítási megoldás.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az SAP ERP Business Suite egy kis- és középvállalatokat célzó, alacsony komplexitású vállalatirányítási modell.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az SAP ERP Business Suite elsősorban nem a kis- és középvállalatokat célzó vállalatirányítási megoldás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az SAP ERP Business Suite elsősorban nem a kis- és középvállalatokat célzó vállalatirányítási megoldás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az SAP rendszerek leggyakoribb moduljai: Adatbázis, alapprogram, MM - Materials Management, PP - Production Planning.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az SD (Sales and Distribution) modul használata esetén legalább egy részleg (division) felvétele kötelező.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az SD (sales and distribution) modul használata esetén legalább egy értékesítési csatorna (distribution channel) létrehozása kötelező.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adat lényegében az információk jelentése, vagyis az információk értelmezése valamilyen (pl.: egyéni, szervezeti) tudás kontextusában.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adat olyan adat vagy ismeret, amely viselkedésünket befolyásolni képes.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatbeviteli rendszerek, műszaki tervező rendszerek (CAD), vállalati műveleteket támogató rendszerek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatbányász programok időigényének egy jelentős részét az adatelőkészítés lépés teszi ki.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatbányászat fő célja az analitikai modellalkotás.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatbányászatnak nem fő célja az analitikai modellalkotás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatintegráció lényege a különböző forrásokból származó adatok egy helyre csoportosítása és azonos interfészen keresztül való hozzáférhetővé tétele.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatminőség adatonként adható meg, és csak egy adott célra való alkalmasságot jelent.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatminőség jellemzői közé tartozik a tartalom, a pontosság, és az időszerűség is.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatminőség probléma összefüggésekből eredő hibáin belül vannak a DUMMY értékek. A Dummy lényege,hogy ez egy mesterséges vagy álváltozó, melynek értéke 0 vagy 1 lehet",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A Dummy érték jelenti, ha valamelyik adatból duplikáció van jelen.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A hagyományos (legacy) rendszerek központi szerepet játszanak az adott vállalat működésében.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A hagyományos (legacy) rendszerek nem játszanak központi szerepet az adott vállalat működésében.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A dobozos alkalmazások viszonylag gyors és megbízható megoldást kínálnak az egyes részterületek lefedésére.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A dobozos alkalmazások viszonylag lassuú és megbízhatatlan megoldást kínálnak az egyes részterületek lefedésére.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A vállalati rendszer-tervezői munkakör (enterprise architect), és az ezt betöltő személy fő feladata a vállalati rendszerekben alkalmazott műszaki megoldások összehangolása let",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A vállalati rendszer-tervezői munkakör (enterprise architect), és az ezt betöltő személy fő nem feladata a vállalati rendszerekben alkalmazott műszaki megoldások összehangolása let",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Összefüggésekből eredő hiba az rekordon belüli/közötti hiba, duplikáció és a „Dummy"" értékek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Összefüggésekből eredő hiba a forma, értékkészleten kívül eső hiba és a matematikai helytelenség.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatok forrásai szerint a sajtóból, hatóságoktól, piackutató cégek belső források.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatok forrásai szerint a sajtóból, hatóságoktól, piackutató cégek külső források.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatok forrásai szerint az eladási helyek, saját adatbankok, központok külső források.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatok tisztítása az információtartalmukból való leválasztását jelenti.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatok önmagukban nem hordoznak jelentést.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatszabványok nem szabályozzák az adat megjelenítési formáját.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatszabványok olyan megegyezések, szabályszerűségek, amelyek az ismeretek tartalmát és megjelenítési formáját szabályozzák.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatszabványok olyan szabályszerűségek, amelyek teljesülését elvárjuk egy adattól.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adattisztítás feladata a zaj, a redundancia és az inkonzisztencia eltávolítása a nyers adatokból, illetve a hiányos adatok valamilyen kezelése.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az aktív döntéstámogató rendszerek döntési vagy megoldási javaslatokat is generálnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az alkalmazásintegráció szükséges lehet az üzleti partnerek felé történő kapcsolatkialakítás esetén.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló környezeti tényezők: piac, tudományos-technikai tényezők, szervezetközi kapcsolatok.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló környezeti tényezők: sokféleség, vertikalitás, összetettség.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló tagi tényezők: szakmai felkészültség, vezetési ismeretek, tekintély.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló vállalati adottságai: méret, eredet, telepítettség.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az anyag törzsben (material master) rögzített alapadatok (basic data) alkalmazhatóak a teljes vállalatra (client).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az anyagtörzs (material master) minden beállítása releváns az anyagtervezés (material planning) szempontjából.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az anyagtörzs (material master) nem minden beállítása releváns az anyagtervezés (material planning) szempontjából.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az anyagtörzsben (material master) a retrográd kivét (backflush) beállításának hatására a készletszint mindig optimális lesz.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az anyagtörzsben (material master) a retrográd kivét (backflush)beállításának hatására az anyagmozgás automatikusankönyvelődik, amikor a gyártási megbízás visszajelzésre kerül(production order confirmation)",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az anyagtörzsben (material master) a retrográd kivét (blackflush) beállításának hatására az anyagmozgás automatikusan könyvelődik, amikor a gyártási megbízás visszajelzésre kerül (production order confirmation).",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az anyagtörzsben (material master) rögzített alapadatok (basic data) alkalmazhatók a teljes vállalatcsoportra (client).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az anyagtörzsben (material master) rögzített alapadatok (basic data) nem alkalmazhatók a teljes vállalatcsoportra (client).,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az anyagtörzsben (material master) rögzített alapadatok (basicdata) alkalmazhatók a teljes vállalatcsoportra (client),VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az együttműködési rendszerek, és a műszaki tervező rendszerek (CAD), nem sorolhatók a vállalati műveleteket támogató rendszerek közé.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az elforgatás (pivot) művelete csak a megjelenítést érinti: arra ad lehetőséget, hogy a koordinátatengelyek sorrendjét vagy azok irányát felcseréljük.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az elosztott rendszerek számos egymástól függetlenül működő, lazán csatolt alkotóelemből épülnek fel.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az elosztott rendszerek számos egymástól függésben működő, lazán csatolt alkotóelemből épülnek fel.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A központosított rendszerekben egy alkatrész meghibásodása az egész rendszer leállását okozhatja.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információ lényegében az adatok jelentése, vagyis az adatok értelmezése valamilyen tudás kontextusban.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az információ nem azonos az adatok halmazával.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információ olyan adat vagy ismeret, amely viselkedésünket befolyásolni képes.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az információnak a rendszer szempontjából nincsen kulcs szerepe az időben meghozott döntésekben.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az információs rendszer célja az információk összegyűjtése úgy, hogy közben a vállalat számára egy információs többlet értéket biztosítson",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információs rendszer erőforrásai: eszközök, emberek, szabványok és eljárások.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információs rendszerek alapvető feladata, hogy a döntéshozókat ellássa a vállalat működése szempontjából célszerű döntések meghozatalához szükséges információkkal.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az információs rendszerek különböző folyamatai minden esetben autamatizáltak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az információs rendszernek (definíciója alapján) része tárolását és szolgáltatását végző személyek, de nem része a technikai eszközök összessége.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az információs rendszernek (definíciója alapján) része tárolását és szolgáltatását végző személyek, és tevékenységek és technikai eszközök összessége.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az információs rendszernek CSAK az a célja, hogy a vállalat számára egy információs többlet értéket biztosításon.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az integrált információs rendszerek követelménye az egységes UI.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az integrált vállalatirányítási rendszerek bevezetése során nem szükséges a szoftvert az adott vállalat igényeire testre szabni, mivel az integráltságból adódóan ez már korábban meg lett valósítva.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az integrált vállalatirányítási rendszerek bevezetése során szükséges lehet a szoftvert az adott vállalat igényeire testre szabni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az inverz szabályok formai és tartalmi szabályok keverékei.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az objektív információfelfogás szerint az információ abszolút és semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az objektív információfelfogás szerint az információ nem abszolút és semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az on-line megoldásos adathiba feltárás előnye, hogy nem költséges.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az operatív rendszerek lényege az, hogy az összegyűjtött bemeneti adatokat olyan formára hozzák, amely a felhasználók számára megkönnyíti az adott helyzet megfelelő értékelését.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az operatív rendszereknek nem az a lényege, hogy az összegyűjtött bemeneti adatokat olyanra formára hozzák, amely a felhasználó számára megkönnyíti az adott helyzet megfelelő értékelését.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az átkönyvelés (transfer posting) mindig fizikai anyagmozgással jár.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az átkönyvelés (transfer posting) nem jár feltétlenül fizikai anyagmozgatással.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az áttolás (stock transfer) mindig fizikai anyagmozgatással jár.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az ügyviteli rendszerek nem tartoznak az vállalati információs rendszerek közé.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az üzleti intelligencia kifejezetten az operatív adatbázisok intelligens működésére fókuszáló terület.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az üzletiintelligencia-rendszerek a döntések meghozatalához szükséges adatok feltárását, összesítését és elemzését végző eszközök.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Beszerzési igényből (purchase requisition) tervrendelés (planned order) képezhető.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Csak olyan termék értékesíthető, amelyik szerepel az anyagtörzsben",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Csak olyan termék értékesíthető, amelyik van raktáron",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Definíciója szerint a szervezet nem ""emberek meghatározott céllal létrejött"" csoportja.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Döntéshozatali hierarchia és információ igény szerint a stratégiai vezetés problémaszerkezete jól strukturált.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Döntéshozatali hierarchia és információ igény szerint az operatív vezetés problémaszerkezete jól strukturált.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy adatból gondolkodás vagy gépi feldolgozás útján új ismeretek és ezzel párhuzamosan újabb információk nyerhetđk. Egy adatnak annál nagyobb az információtartalma, minél kevésbé magától értetđdđ, azaz minél nehezebben lehet elđre kikövetkeztetni.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy adatminőség felmérést követően maradhatnak fel nem tárt hibák a rendszerben.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy adott művelet elvégzéséhez szükséges időt egy adottmunkaközpont (work center) határozza meg.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy beszerzési szervezetet (purchasing organization) minden esetben hozzá kell rendelni egy vállalathoz (company code).,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy beszerzési szervezetet (purchasing organization) nem kellminden esetben hozzárendelni egy vállalathoz (company code).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy beszerzési szervezetet nem kell minden esetben hozzárendelni egy vállalathoz (company code).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy egysegnyi munka korulbelul 90%-os pontossagot tud produkalni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy kiszállítási pontot (shipping point) raktárhelyhez (storage location) lehet rendelni.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy kiszállítási pontot (shipping point) üzemekhez (plants) lehetrendelni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy költségszámítási körhöz (controlling area) csak egy vállalat(company code) rendelhető.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy költségszámítási körhöz (controlling area) több vállalat (company code) is rendelhető.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy rendelési igény (purchase requisition) beszerzésimegrendelésé (purchase order) alakítható.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy rendszer maga is része lehet egy nagyobb egységnek (rendszernek).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy rendszer nem lehet része egy nagyobb egységnek (rendszernek).,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy szervezet koordinációja, ha struktúrális, az a szabályok, szabályzatok betartását követeli meg.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy szervezetben a vezetői irányítás megléte nem fontos, sőt elhanyagolható.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy szállítási rekord létrehozásakor a beszerzéshez és a könyveléshez vonatkozóan nem kell minden releváns adatot egy lépésben megadni.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy uzleti celú alkalmazas retegszerkezetenek kialakitasa soran olyan rendszerfelbontasra torekszunk, hogy miden reteg transzparens az osszes felette elhelyezkedo reteg szamara.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vastagkliens megoldásokra épülő vállalati információs rendszer biztonsági szempontból kedvezőbb, mint egy vékonykliensre épülő.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vékönykliens megoldásokra épülő vállalati információs rendszer biztonsági szempontból kedvezőbb, mint egy vékonykliensre épülő.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy vevőtörzs rekord (vendor master record) létrehozásakor abeszerzéshez és könyveléshez vonatkozóan minden relevánsadatot egy lépésben kell megadni.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy virtuális gép formájában elérhető hardver és operációs rendszer szolgáltatás infrastruktúraszolgáltatásnak tekinthető.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy vállalatirányítási rendszer folyamattesztelésének a célja az, hogy feltárja a rendszer teljesítőképességeit a válaszidők és az átbocsátóképesség tekintetében.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vállalatirányítási rendszer folyamattesztelésének a célja az, hogy nem a feldolgozás sebességét, hanem az üzleti folyamatok helyességét és teljességét ellenőrizzük.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy vállalatirányítási rendszer teljesítménytesztelésének célja az, hogy megvalósítja-e a specifikációban foglalt funkciókat.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy vállalatirányítási rendszer teljesítménytesztelésének célja nem az, hogy megvalósítja-e a specifikációban foglalt funkciókat.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy értékesítési szervezet (sales organization) csak egy vállalathoz (company code) tartozhat.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy értékesítési szervezet (sales organization) több vállalathoz (company code) is tartozhat.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy üzleti alkalmazás adatelérési rétegéhez kapcsolódó szervezeti réteget mediátornak nevezzük.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy üzleti alkalmazás egyes rétegei különállóan implementálhatóak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy üzleti célú alkalmazás rétegszerkezetének kialakítása során olyan rendszer felbontásra törekszünk, hogy minden réteg csak a két közvetlen szomszédjával álljon kapcsolatban.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Egy üzleti célú alkalmazás rétegszerkezetének kialakítása során olyan rendszer felbontásra törekszünk, hogy minden réteg minden réteggel közvetlen kapcsolatban álljon.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Egy üzleti célú alkalmazás rétegszerkezetének kialakítása során olyan rendszerfelbontásra törekszünk, hogy minden réteg csak a két közvetlen szomszédjával álljon kapcsolatban.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Előfeldolgozásos adathiba feltárás hátránya, hogy kisebb eséllyel kerül hiba a rendszerbe.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Előfeldolgozásos adathiba feltárás hátránya, hogy össze kell szervezni a megfelelő alapfolyamatokkal.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Fel lehet venni utólag is az árut eladás (raktárból kiküldéselőtt),VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Formai adatszabvány az, ami az ismeretek megjelenési formáját szabályozzák.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Gyártási megrendelésből (production order) tervrendelés (planed order) képezhető.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Ha történik egy erőforrásmegszűnés, akkor RTO-n múlik, hogy mennyi idő alatt tudom helyreállítani a rendszert, illetve az RPO jelzi azt, hogy mennyi adatvesztést engedek meg.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Helytelen értékekről beszélünk, ha az adathibát a hibásan bevitt adatok, hibásan gyűjtött adat, adatforrás hibás, elmaradt beállítás okozza.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Háttérfeldolgozásos adathiba feltárás esetén előny, hogy beengedi a hibákat.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Háttérfeldolgozásos adathiba feltárás esetén előny, hogy bármelyik rendszerhez csatolható, átalakítás nélkül.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Háttérfeldolgozásos adathiba feltárás esetén előny, hogy mérhető a rendszer adatminősége.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Információnak nevezzük, a valóságra vonatkozó tapasztalatokat, általánosításokat, fogalmakat.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Információs rendszer fő összetevői: Ember (döntéshozó),Rendszerezett információ ,Technikai apparátus (HW, SW)",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Információs rendszer technikai megközelítésből az adatok bevétele, tárolása, feldolgozása, rendelkezésre bocsátása, kiadása.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Információs rendszer technikai megközelítéséből az információk bevétele tárolása, feldolgozása, rendelkezésre bocsátása, kiadása.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Információs technológiával működő rendszerekkel szemben funkcionális követelmény a külső, belső fenyegetések elleni védelem",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Információs technológiával működő rendszerekkel szemben funkcionális követelmény a tárolás módja.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Információs technológiával működő rendszerekkel szemben funkcionális követelmény az adatfeldolgozási feladat (algoritmusok).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Információs technológiával működő rendszerekkel szemben funkcionális követelmény az ember gép kapcsolat módja.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Integrált vállalatirányítási rendszerrel kapcsolatosan követelmény, hogy jogosultágnak megfelelő hozzáférés.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Integrált vállalatirányítási rendszerrel kapcsolatosan nem követelmény, hogy segítse a rövid és középtávú tervezést",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Inverz adatszabvány típus, ha helyes értékre állítjuk fel a szabályt.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Irányitószám, telefonszám (adatfajta kategóriában) azt jelenti, hogy csonkolással földrajzi-közIgatási körzetekre jellemző adat nyerhető.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Jellegzetes hibás adatminőség kapcsán ködös definicióként értendő az üres érték.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Karakteres adatfajtával minden aritmtikai művelet elvégezthető.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Karakteres: semmiféle művelet nem végezhető velük, adattartalommal nem összefüggő (maximum rendezni tudjuk, pl. ABC..) Pl: földrajzi nevek",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Komplex információs rendszer nem moduláris módon épül fel.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Komplex információs rendszerek kritériuma az egy adatbázison keresztül történő információ csere.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
